cuce,entidad,objeto_de_contratacion,subasta,fecha_Presentación,archivos
25-1734-00-1526588-2-1,Gobierno Autonomo Municipal De Montero,Adquisición De Bolsas Plásticas Para El Hospital Municipal Alfonso Gumucio Reyes Y Su Servicio Pediátrico Rene Balderas Lopez Gestion-2025,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1324-00-1540695-1-1,Gobierno Autonomo Municipal De Cliza,"Adquisicion De Material De Limpieza Para Las Unidades Educativas Y La Direccion Distrital Del Municipio De Cliza, Según D.S. Nº0181 E Items Desierto Del D.S. Nº4505",No,07/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0417-03-1541170-1-1,Caja Nacional De Salud Regional Santa Cruz,1000 Supositorio Mesalazina 1 G- Supervisión Regional De Farmacia,No,07/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0417-04-1540909-1-1,Caja Nacional De Salud Regional Cochabamba,Jeringa Descartable De 10 Ml Con Aguja De 21 X 1 1/2 Con Rosca,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0417-04-1540884-1-1,Caja Nacional De Salud Regional Cochabamba,Gorro Quirurgico Descartable Para Mujer,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0417-03-1541149-1-1,Caja Nacional De Salud Regional Santa Cruz,3.990 Comprimido Terbinafina 250 Mg- Supervision Regional De Farmacia,No,07/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-1101-00-1541150-1-1,Gobierno Autonomo Municipal De Sucre,Adquisición De Ropa De Trabajo Camisa Jeans Para El Personal Técnicos Roseadores,No,04/04/2025,
25-1734-00-1539484-1-1,Gobierno Autonomo Municipal De Montero,Adquisición De Insumos De Laboratorio Para El Servicio De Pediatría Rene Balderas Lopez Dependiente Del Hmagr,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1101-00-1541145-1-1,Gobierno Autonomo Municipal De Sucre,Adquisición De Chalecos Para El Personal Tecnico Que Realiza Asistencia Tecnica Y Capacitacion En Las Unidades Productivas Del Municipio De Sucre. Para Stock De Almacen Central,No,04/04/2025,
25-1101-00-1541143-1-1,Gobierno Autonomo Municipal De Sucre,Adquisicion De Camisas Para El Personal Tecnico Y Operativo De Regularizacion De Bienes De Dominio Publico D-4,No,04/04/2025,
25-0047-15-1541108-1-1,Servicio Nacional De Sanidad Agropecuaria E Inocuidad Alimentaria Senasag,Adquisición 1/2025 De Llantas Para Los Vehículos Asignados A La Jefatura Departamental Senasag Potosí,No,07/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-1101-00-1541141-1-1,Gobierno Autonomo Municipal De Sucre,Adquisicion De Camisas De Trabajo Para El Personal De La Sub Alcaldía Del Distrito Municipal N°5,No,04/04/2025,
25-1101-00-1541122-1-1,Gobierno Autonomo Municipal De Sucre,Adquisición De Ropa De Trabajo Chalecos Para El Personal Operativo Que Presta Servicios En La Dirección Municipal De Educación Y Deportes,No,04/04/2025,
25-1101-00-1541137-1-1,Gobierno Autonomo Municipal De Sucre,Adquisicion De Camisas Para El Personal Tecnico Y Operativo De Planta De La Sub Alcaldía Del Distrito D-4,No,04/04/2025,
25-1101-06-1541130-1-1,Establecimientos De Salud De Primer Nivel,"""Compra De Alimentos Secos Y No Perecederos Para Pacientes De Internación Y Pacientes De Hemodialisis Del Centro De Salud Integral Alegría""",No,08/04/2025,
25-1301-00-1541105-1-1,Gobierno Autonomo Municipal De Cochabamba,Adquisicion De Papel Reflectivo Grado Ingenieria Y Diamante 330-0000-011,No,07/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-1101-00-1541126-1-1,Gobierno Autonomo Municipal De Sucre,Adquisicion De Camisas Para El Personal Tecnico Y Operativo De La Sub Alcaldía Del Distrito 4,No,04/04/2025,
25-1101-00-1541120-1-1,Gobierno Autonomo Municipal De Sucre,Adquisicion De Llantas Para Retroexcavadora New Holland Cod. Int. Ep-36,No,07/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-2330-00-1541113-1-1,Empresa Publica Departamental De Servicios Electricos Tarija - Setar,Adquisicion Materiales Electricos Para Ampliaciones Yacuiba,No,07/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-1301-00-1541118-1-1,Gobierno Autonomo Municipal De Cochabamba,Papel Bond Tamaño Carta Direccion De Seguridad Ciudadana,No,04/04/2025,
25-1101-00-1541110-1-1,Gobierno Autonomo Municipal De Sucre,Adquisicion De Luminarias Tipo Led De 60w Para Mantenimiento De Alumbrado Publico En La 6 Centralias Del Distrito Ocho,No,07/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0047-00-1541079-1-1,Ministerio De Desarrollo Rural Y Tierras,Adquisición De Muebles (Escritorios) Para El Fortalecimiento De Oficinas De La Digcoin Regional La Paz,No,08/04/2025,
25-0086-12-1541106-1-1,Programa Piloto De Resiliencia Climatica - Ppcr,Compra De Estantes Metalicos,No,07/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0417-03-1541063-1-1,Caja Nacional De Salud Regional Santa Cruz,19 Pieza Cateter Doble Lumen Permanente De Hemodialisis- Nefrologia Hospital Materno Infantil,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1730-00-1541101-1-1,Gobierno Autonomo Municipal De Samaipata,"""Adquisición Anual De Alimento Complementario Nutribebe Para La Gestión 2025""",Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0650-03-1540520-1-1,Camara De Diputados,"Adquisición De Útiles De Escritorio Para Dotación A Las Unidades Organizacionales De La Cámara De Diputados, Gestión 2025",Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1607-00-1541104-1-1,Gobierno Autonomo Municipal De Uriondo (Concepcion),Compra De Cemento Para Mantenimiento Y Mejoramiento De Unidades Educativas Del Municipio De Uriondo,No,07/04/2025,
25-0417-03-1541070-1-1,Caja Nacional De Salud Regional Santa Cruz,4.800 Ampolla/Inyectable Ciprofloxacina 200 Mg- Supervision Regional De Farmacia,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1704-00-1541082-1-1,Gobierno Autonomo Municipal De La Guardia,Adquisición De Camisa Y Chaleco Para El Personal Del Área Agropecuaria.,No,07/04/2025,
25-0902-40-1540797-1-1,"Hospital Del Niño ""Dr. Ovidio Aliaga Uria""",Adquisicion De Gasas Quirurgicas Para Suministros,No,07/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-1322-00-1541081-1-1,Gobierno Autonomo Municipal De Arbieto,Adquisicion De Equipo De Computacion De Escritorio Y Laptop Para El Concejo Municipal De Arbieto,No,07/04/2025,
25-1110-00-1537703-2-1,Gobierno Autonomo Municipal De Padilla,“Adquisición De Llantas Para Las Movilidades Del Sector Salud Del Municipio De Padilla”,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0417-04-1541060-1-1,Caja Nacional De Salud Regional Cochabamba,Aguja Para Fistula G17 Venosa,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0907-00-1535882-2-1,Gobierno Autónomo Departamental De Santa Cruz,Adquisicion De Reactivos Hormonas Para Equipo Cl-900l Para El Servicio De Laboratorio Del Hospital San Juan De Dios Durante La Gestion 2025 Hsjdd Ssdh (Segunda Publicacion),Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0417-03-1540880-1-1,Caja Nacional De Salud Regional Santa Cruz,60 Ampolla/Inyectable Testosterona Undecanoato 1.000 Mg- Supervision Regional De Farmacia,Si,09/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0417-03-1541049-1-1,Caja Nacional De Salud Regional Santa Cruz,200 Ampolla Inyectable Nitroprusiato De Sodio 25 Mg/Ml- Supervisión Regional De Farmacia,No,07/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0417-04-1541048-1-1,Caja Nacional De Salud Regional Cochabamba,Aguja Para Fistula G17 Arterial,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1423-00-1541036-1-1,Gobierno Autonomo Municipal De Toledo,"Alimentación Complementaria Escolar Municipio De Toledo (Adquisición De Api, Gestión 2025)",No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0283-14-1541025-1-1,Aduana Nacional Regional Oruro,Adquisicion De Toners Para La Gerencia Regional Oruro,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1247-00-1541032-1-1,Gobierno Autonomo Municipal De Mocomoco,Adquisicion De 6 Llantas Para Maquinaria Pesada Motoniveladora Rg170.B New Holland,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0132-00-1540583-1-1,Servicio De Desarrollo De Las Empresas Públicas Productivas,"Subsidio – Adquisicion De Racks Metalicos Armables Para La Distribuidora De Subsidios La Guardia, Gestion 2025",Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0423-00-1541011-1-1,Caja De Salud De Caminos Y Ramas Anexas,Adquisición De Reactivos E Insumos Para El Area De Quimica Sanguinea Del Laboratorio - Regional Santa Cruz,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor
Declaración Jurada del Proveedor"
25-0517-00-1541006-1-1,Corporacion Minera De Bolivia - Comibol,Clq-25-Anpe-16/2025 Adquisicion De Cables,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0517-00-1540925-1-1,Corporacion Minera De Bolivia - Comibol,"Clq-25-Anpe-2/2025 Adquisicion De Insumos Para Impresoras, Fotocopiadoras Y Otros",Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1345-00-1528090-2-1,Gobierno Autonomo Municipal De Entre Rios Cbba,Adquisición De Llantas Para Volquetas Ud Y Motoniveladora,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0292-00-1540551-1-1,Vias Bolivia,"Adquisicion De Material De Escritorio Para Las Estaciones De Peaje, Pesaje, Oficinas De Vias Bolivia Regional Oruro, Gestion 2025",No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0222-00-1540607-1-1,Instituto Nacional De Innovación Agropecuaria Y Forestal - Iniaf,"Adquisición De Productos Químicos (Hervicidas Insectoicidas, Fungicidas Y Fertilizantes Para Parcelas De Investigación Y Producción– Proyecto Papa Y Yuca)",Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1610-00-1540886-1-1,Gobierno Autonomo Municipal De El Puente - Trj,Adquisicion De Materiales Para La Construccion De Rejas Metalicas Para El Centro De Salud El Puente,No,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0292-00-1539395-1-1,Vias Bolivia,"Adquisición De Llantas Para Vehículos De Uso Oficial De Vías Bolivia Regional Oruro, Gestión 2025",No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0423-00-1540976-1-1,Caja De Salud De Caminos Y Ramas Anexas,Adquisición De Reactivos E Insumos Para El Area De Serologia Del Laboratorio - Regional Santa Cruz,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0025-00-1540533-1-1,Ministerio De La Presidencia,Adquisición De Equipos De Computación (Portátiles) Para Presidencia,No,07/04/2025,
25-1345-00-1537958-1-1,Gobierno Autonomo Municipal De Entre Rios Cbba,Compra De Reactivos De Laboratorio Para Los Centros De Salud Y Hospital De Entre Ríos Cbba Para El Primer Semestre,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0015-01-1540994-1-1,Policia Boliviana,Adquisicion De Pan Variado Para La Alimentacion Del Personal De La Estacion Policial Integral N° 1 Del Comando Departamental De Policia De Oruro Segundo Trimestre,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0292-00-1540267-1-1,Vias Bolivia,"Alquiler De Vehículos De Prueba Para Control Metrológico De Las Balanzas Dinámicas La Asunta, Puesto Méndez, Cabezas, Basilio, Laguna Camatindi, Cruz Pampa, Casarabe Y Guarayos -Primer Semestre",No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-1204-00-1539311-1-1,Gobierno Autónomo Municipal Ecológico Productivo De Achocalla,Compra De Medicamentos E Insumos Centro De Salud Achocalla Primer Trimestre,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-1272-00-1527670-1-2,Gobierno Autonomo Municipal De Papel Pampa,Adquisición De Equipamiento De Impresoras Multifuncional Para Las Unidades Educativas Del Distrito Educativo De Papel Pampa Del Municipio De Papel Pampa,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria
Especificaciones Tecnicas"
25-1201-14-1540899-1-1,"Empresa Municipal De Areas Verde, Parques Y Forestacion - Emaverde",Adquisicion De Cemento Para La Gerencia De Operaciones Y Unidades Dependientes,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0292-00-1540985-1-1,Vias Bolivia,Adquisicion De Papel De Escritorio Para La Oficina Regional Cochabamba Gestion 2025,No,04/04/2025,
25-0035-00-1540808-1-1,Ministerio De Economia Y Finanzas Publicas,G25-Dm-Dgpla-Adquisición De Tonner,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-1314-00-1540975-1-1,Gobierno Autonomo Municipal De Villa Tunari,Anpe 020-2025 Adquisicion De Repuestos Para Excavadoras Komatsu Pc200 De La Jefatura De Transportes Del Gobierno Autonomo Municipal De Villa Tunari,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1245-00-1534501-2-1,Gobierno Autonomo Municipal De Santiago De Callapa,Alimentacion Complementaria Desayuno Escolar,Si,09/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1327-00-1539986-1-1,Gobierno Autonomo Municipal De Capinota,Compra De Mobiliario Escolar Para Las Unidades Educativas Del Distrito De Capinota,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0047-15-1540980-1-1,Servicio Nacional De Sanidad Agropecuaria E Inocuidad Alimentaria Senasag,Adquisicion De Prendas De Vestir Para El Proyecto Fortalecimiento Del Sistema De Vigilancia Y Control Para El Mejoramiento De Las Condiciones Fitosanitaria Y La Inocuidad Del Cultivo Del Banano Y Platano En El Tropico De Cochabamba,No,04/04/2025,
25-1335-00-1540967-1-1,Gobierno Autonomo Municipal De Puerto Villarroel,"Prov. De Materiales, Tuberías Y Accesorios Para La Construcción De Tanque Semienterrado Y Red Matriz Del Sistema De Agua Potable En El Sindicato Villa Rosario, Central Villa Nueva – D12 Gampv - Compra Nacional Hecho En Bolivia (Declarados Desiertos)",Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1204-00-1535794-1-1,Gobierno Autónomo Municipal Ecológico Productivo De Achocalla,Compra De Medicamentos E Insumos Centro De Salud Norte Achocalla Primer Trimestre,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0035-00-1540913-1-1,Ministerio De Economia Y Finanzas Publicas,G25-Vpcf-Dgpgp-Adquisición De Repuestos Y Accesorios De Equipos De Computación,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-1312-00-1540958-1-1,Gobierno Autonomo Municipal De Sacaba,Funcionamiento Alcaldia Municipal (Adquisicion De Fotocopiadora Para La Jefatura De Tesoreria Y Credito Público),No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-1229-00-1540356-1-1,Gobierno Autonomo Municipal De Tipuani,Apoyo Al Funcionamiento Sector Educacion (Adquisición De Material De Escritorio Para Las Unidades Educativas Del Distrito Educativo Tipuani Gestion 2025),Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1236-00-1540978-1-1,Gobierno Autonomo Municipal De Ayata,"""Adquisción De Medicamentos Médicos Para El Centro De Salud Ayata, Primer Trimestre De La Gestión 2025- Según El D.S. 4505""",Si,07/04/2025,
25-1236-00-1540972-1-1,Gobierno Autonomo Municipal De Ayata,"¨Adquisición De Medicamentos Médicos Para El Centro De Salud Camata, Primer Trimestre De La Gestión 2025, Según D.S. 4505¨",Si,07/04/2025,
25-1236-00-1540970-1-1,Gobierno Autonomo Municipal De Ayata,"¨Adquisición De Medicamentos Médicos Para El Puesto De Salud Upani, Primer Trimestre De La Gestión 2025, Según El D.S. 4505""",Si,07/04/2025,
25-1310-00-1540968-1-1,Gobierno Autonomo Municipal De Ayopaya (Villa De Independencia),Compra De Detergente Para Dirección Distrital Y Las Unidades Educativas Del Municipio,No,04/04/2025,
25-1539-00-1540262-1-1,Gobierno Autonomo Municipal De Ckochas,Adquisición De Insumos Odontologicos Para La Ley Nº 1152,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1304-00-1540846-1-1,Gobierno Autonomo Municipal De Tiquipaya,Mej. De Via Con Pavimento Rigido Calle La Paz Otb Max Fernandez D-5 Tiquipaya (Lotes Declarados Desierto),Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1236-00-1540964-1-1,Gobierno Autonomo Municipal De Ayata,"""Adquisición De Medicamentos Médicos Para El Puesto De Salud Cuibaja-Primer Trimestre De La Gestión 2025-Según El D.S. 4505"".",Si,07/04/2025,
25-1310-00-1540960-1-1,Gobierno Autonomo Municipal De Ayopaya (Villa De Independencia),"Adquisición Azúcar, Arroz Y Harina De Trigo Para El Funcionamiento Del Internado Charahuayto",No,04/04/2025,
25-0599-00-1540603-1-1,Empresa Boliviana De Alimentos Y Derivados-Eba,Adquisicion De Equipos De Proteccion Personal Y Seguridad Industrial Para La Planta Industrializadora De Quinua De La Empresa Boliviana De Alimentos Y Derivados - Eba,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0047-15-1540956-1-1,Servicio Nacional De Sanidad Agropecuaria E Inocuidad Alimentaria Senasag,Adquisicion De Papel Reciclado Para El Proyecto Granos Andinos.,No,04/04/2025,
25-1601-00-1540931-1-1,Gobierno Autonomo Municipal De Tarija,Adquisición De Alimento Balanceado Para Canes Del Programa Municipal De Salud Integral De Animales Y Zoonosis,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-1204-00-1540947-1-1,Gobierno Autónomo Municipal Ecológico Productivo De Achocalla,Adquisicion De Equipos De Computacion Para La Direccion De Contaduria Y Presupuestos,No,04/04/2025,
25-0016-00-1540942-1-1,Ministerio De Educación,Adquisición De Premios (Laptop) Para Estudiantes Ganadores De La 14a Olimpiada Científica Estudiantil Plurinacional Boliviana,Si,08/04/2025,
25-1204-00-1540943-1-1,Gobierno Autónomo Municipal Ecológico Productivo De Achocalla,"Adquisición De Mobiliarios Mesas, Sillas De Madera Para La Unidad Educativa Tejada- Nivel Primaria",No,04/04/2025,
25-1204-00-1540941-1-1,Gobierno Autónomo Municipal Ecológico Productivo De Achocalla,Adquisición De Mobiliarios Mesas Y Sillas De Madera Para La Unidad Educativa Inti Raymi,No,04/04/2025,
25-0016-00-1540841-1-1,Ministerio De Educación,Adquisición De Papel Y Productos De Artes Gráficas Para El Programa De Formación Especializada 2025,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-1204-00-1540937-1-1,Gobierno Autónomo Municipal Ecológico Productivo De Achocalla,"Adquisición De Mobiliarios Mesas, Sillas De Madera Para La Unidad Educativa Los Angeles",No,04/04/2025,
25-1201-00-1540790-1-1,Gobierno Autonomo Municipal De La Paz,Adquisicion De Boligrafos Tinta Para Tampo Entre Otros Material De Escritorio Para El Distrito 7 Subalcaldia Ii Maximiliano Paredes Gestion 2025,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-1424-00-1540930-1-1,Gobierno Autonomo Municipal De Andamarca (Santiago De Andamarca),Adquisicion De Medicamentos Del Primer Trimestre Para Centros Y Puestos De Salud Del Municipio Santiago De Andamarca,Si,04/04/2025,
25-1204-00-1540932-1-1,Gobierno Autónomo Municipal Ecológico Productivo De Achocalla,"Adquisición De Mobiliarios Mesas, Sillas De Madera Para La Unidad Educativa Bolivia",No,04/04/2025,
25-1204-00-1540929-1-1,Gobierno Autónomo Municipal Ecológico Productivo De Achocalla,"Adquisición De Mobiliarios Mesas, Sillas De Madera Para La Unidad Educativa 16 Agosto- Nivel Secundaria",No,04/04/2025,
25-1201-00-1540904-1-1,Gobierno Autonomo Municipal De La Paz,Adquisicion De Toner Para Impresoras De La Dlc - Gestion 2025,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-1301-00-1540914-1-1,Gobierno Autonomo Municipal De Cochabamba,“Adquisición Aditivo Acelerante Plastificante (340-0000-106)”,Si,07/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0047-00-1540652-1-1,Ministerio De Desarrollo Rural Y Tierras,Adquisición De Equipos De Computación Para El Vcdi,Si,07/04/2025,
25-1117-00-1532968-2-1,Gobierno Autonomo Municipal De Tarabuco,"Adquisicion De Insumos Para El Area De Bio Imagenologia Del Hospital Ricardo Bacherer De Tarabuco, Gestion 2025",Si,08/04/2025,"Documento Base de Contratacion
Convocatoria
Especificaciones Tecnicas"
25-1301-00-1540892-1-1,Gobierno Autonomo Municipal De Cochabamba,"Adquisicion Jeringas, Branulas, Mariposas Y Agujas Esteriles",Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1301-00-1540727-1-1,Gobierno Autonomo Municipal De Cochabamba,Adquisicion Reactivos Insumos De Microbiologia De Laboratorio Red Cercado,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-1502-00-1540858-1-1,Gobierno Autonomo Municipal De Tinguipaya,Funcionamiento Unidad Plan Vial Gam Tinguipaya (Adquisicion De Repuestos Para La Volqueta I Nissan Ud Trucks),Si,07/04/2025,"Especificaciones Tecnicas
Convocatoria
Documento Base de Contratacion"
25-0513-00-1540882-1-1,Yacimientos Petroliferos Fiscales Bolivianos - Ypfb,Adquisición De Medicamentos Para Drcb,Si,04/04/2025,
25-1201-00-1540768-1-1,Gobierno Autonomo Municipal De La Paz,Adquisicion De Papel Bond Tamaño Carta Y Oficio Para El Distrito 8 Subalcaldia Ii Maximiliano Paredes Gestion 2025,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0417-09-1540301-1-1,Caja Nacional De Salud - Regional La Paz,2 Pza. Test De Calibracion Para Equipo De Oscilometria. Servicio De Medicina Interna Hies Luis Uria De La Oliva,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-1711-00-1540832-1-1,Gobierno Autonomo Municipal De San Carlos,Adquisición De Equipos De Computación Para La Carrera Técnica Cea Miguel María De Aguirre B Distrito De San Carlos,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-1310-00-1540484-1-1,Gobierno Autonomo Municipal De Ayopaya (Villa De Independencia),Adquisición De Medicamentos E Insumos Para La Red De Salud Xi De Independencia – Primer Semestre (Enmarcados En El D.S. 0181 - Items Declarados Desiertos),Si,07/04/2025,"Especificaciones Tecnicas
Convocatoria
Documento Base de Contratacion"
25-0417-03-1540876-1-1,Caja Nacional De Salud Regional Santa Cruz,10.666 Pieza Agujas De Fistula Arterial #17 10.666 Pieza Agujas De Fistula Venosa #17- Nefrologia Hospital Materno Infantil,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-1601-00-1539605-1-1,Gobierno Autonomo Municipal De Tarija,Adquisicion De Material Para El Proyecto Construccion Cancha Polifuncional Barrio Jesus De Nazareth,Si,07/04/2025,
25-0902-34-1540857-1-1,Desarrallo De La Salud - Hospital El Alto Sur,Adquisicion De Insumos De Curacion Para La Atencion De Pacientes Del Heas,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0389-00-1540847-1-1,Navegacion Aerea Y Aeropuertos Bolivianos,Adquisición De Equipo Medico Y De Laboratorio Para La Regional Beni,Si,08/04/2025,"Convocatoria
Documento Base de Contratacion"
25-0046-37-1540803-1-1,Agencia Estatal De Medicamentos Y Tecnologias En Salud - Agemed,Adquisicion De Filtros De Jeringa,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-1328-00-1540642-1-1,Gobierno Autonomo Municipal De Santivanez,Addquisicion De Material De Escritorio Para La Red De Salud Santivañez,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0514-00-1540866-1-1,Empresa Nacional De Electricidad - Ende,Compra De Camisa Y Chaleco Para Personal De Miguillas -Gestion 2025,No,04/04/2025,
25-1312-00-1540849-1-1,Gobierno Autonomo Municipal De Sacaba,"Mantenimiento Y Mejoramiento Sistema De Riego Distrito 5 (Khuluyo Centro Lote 1 Adq. Tuberias, Lote 2 Llaves De Paso Y Lote 3 Tees)",Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0514-00-1540860-1-1,Empresa Nacional De Electricidad - Ende,"Adquisicion De Papel Reciclado Para La Unidad De Medio Ambiente, Gestion Social Y Seguridad Industrial",No,04/04/2025,
25-0514-00-1540851-1-1,Empresa Nacional De Electricidad - Ende,Compra De Equipos De Computacion Para La Upes 2025,No,04/04/2025,
25-0514-00-1540843-1-1,Empresa Nacional De Electricidad - Ende,"Compra De Chalecos Para El Personal De La Uadm, Penc Y La Gerencia De Ejecucion De Proyectos-Gestion 2025",No,04/04/2025,
25-0046-22-1540735-1-1,Seguro Social Universitario Sucre,Adquisicion De Medicamentos Para Farmacia Interna Ssu (Abril 2025),No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-1401-03-1540775-1-1,Secretaria Municipal De Salud Integral Y Deportes,Adquisicion De Medicamentos De Emergencia Para El Centro De Salud Verde Uno D.S. 4505,Si,08/04/2025,
25-1120-00-1540729-1-1,Gobierno Autonomo Municipal De San Lucas,Adquisición De Equipos Para Área De Laboratorio Hospital San Lucas,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-1701-00-1540782-1-1,Gobierno Autonomo Municipal De Santa Cruz De La Sierra,"Adquisicion De Reactivos, Control De Tercera Opinion Peec De Quimica Y Hematologia, Para Los Laboratorios De La Red De Salud Sur, Sms",No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0035-07-1540820-1-1,Registro Unico Para La Administracion Tributaria Municipal - Ruat,Adquisicion De Productos Farmaceuticos Para Botiquin Del Ruat,Si,08/04/2025,
25-0903-00-1540331-1-1,Gobierno Autónomo Departamental De Cochabamba,Adquisicion De Alimentos Semillas De Grano Para Ganado Camelido Para Programa De Manejo Sanitario De Ganado Camelido En El Dpto De Cochabamba,No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-1701-00-1540653-1-1,Gobierno Autonomo Municipal De Santa Cruz De La Sierra,"Adquisicion De Reactivos, Control De Tercera Opinion Peec De Serologia Parasitaria Y Analisis Clinico, Para Los Laboratorios De La Red De Salud Sur, Sms.",No,04/04/2025,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
25-0661-00-1540682-1-1,Tribunal Constitucional Plurinacional,Compra De Materiales Electricos Para El Tribunal Constitucional Plurinacional,No,04/04/2025,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
25-0681-00-1540431-1-1,Ministerio Publico,Adquisición De 42 Estantes Metalicos De 5 Bandejas Para El Ministerio Público,Si,07/04/2025,"Documento Base de Contratacion
Convocatoria"
25-0517-00-1540656-1-1,Corporacion Minera De Bolivia - Comibol,Adquisicion Papel De Escritorio,Si,08/04/2025,"Documento Base de Contratacion
Convocatoria"
