cuce,entidad,objeto_de_contratacion,subasta,fecha_Presentación,archivos
24-1325-00-1511775-1-1,Gobierno Autonomo Municipal De Toco,Adquisicion De Una Bomba Sumergible De 10 Hp Para La Comunidad De Centro Chullpaloma,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1335-00-1509776-1-1,Gobierno Autonomo Municipal De Puerto Villarroel,Compra De Computadoras De Escritorio E Impresora Para La Direccion De Infraestructura,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1301-00-1511785-1-1,Gobierno Autonomo Municipal De Cochabamba,Provision De Fierro Corrugado 3/8 Plg Para Alumbrado Publico,No,23/12/2024,
24-1208-00-1511779-1-1,Gobierno Autonomo Municipal De Tiahuanacu,Mejoramiento Coliseo Cerrado Puma Punku – Tiahuanacu (Adquisición De Materiales De Construcción),No,23/12/2024,
24-1261-00-1511611-1-1,Gobierno Autonomo Municipal De Pucarani,Const. Sistema De Agua Potable Com. Belen Yayes (Adq. Mat. Construccion),No,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1261-00-1500115-2-1,Gobierno Autonomo Municipal De Pucarani,Const. Centro De Capacitación Cultural Comunidad Hospital Zona Norte (Adquisición De Material) Segunda Convocatoria,No,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1718-00-1506522-2-1,Gobierno Autonomo Municipal De Lagunillas,Adquisición De Maquinaria Agrícola Para Proyecto: “Mejoramiento Del Hato Ganadero Del Municipio De Lagunillas”,Si,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1261-00-1511658-1-1,Gobierno Autonomo Municipal De Pucarani,Const. Centro De Capacitacion Chiarpata Comunidad (Adquisición De Materiales - Obra Gruesa Planta Baja),No,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1302-00-1511741-1-1,Gobierno Autonomo Municipal De Quillacollo,Adquisicion De Dos Scanner Duplex De Documentos A Color De Alto Trafico Para La Comision Primera Y Archivos Del Concejo Municipal De Quillacollo,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-0424-01-1511740-1-1,Caja De Salud Cordes Regional La Paz,5 Camillas De Emergencia,Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0901-02-1511746-1-1,Servicio Departamental De Salud Chuquisaca,"Adquisicion De Medicamentos""Antibioticos Enzimas Ydiureticos"" Para La Farmaciadel I.G.B.J.",No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor
Oferta del Proveedor Identificado
Declaración Jurada del Proveedor
Declaración Jurada del Proveedor
Declaración Jurada del Proveedor
Oferta del Proveedor Identificado
Oferta del Proveedor Identificado"
24-1258-00-1511747-1-1,Gobierno Autonomo Municipal De Yanacachi,Adquisición De Medicamentos Para Los Centros De Salud Del Municipio Yanacachi,Si,23/12/2024,
24-1530-00-1506815-1-1,Gobierno Autonomo Municipal De Uyuni,Adquisición De Equipamiento Medico Para El Hospital José Eduardo Pérez Del Municipio De Uyuni,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1603-00-1511745-1-1,Gobierno Autonomo Municipal De Bermejo,Compra De Prendas De Vestir (Camisas Formales De Trabajo) Para El Personal Del Gobierno Autonomo Municipal De Bermejo,No,23/12/2024,
24-1302-00-1510099-2-1,Gobierno Autonomo Municipal De Quillacollo,Mejoramiento Mercado 27 De Mayo D-1(Compra De Cemento),No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1206-00-1511736-1-1,Gobierno Autonomo Municipal De Viacha,"Equipamiento Sub Alcaldia, D-3 (Adq. De Motocarro Para La Direccion De Obras Rurales D-3)",No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1302-00-1511179-1-1,Gobierno Autonomo Municipal De Quillacollo,"Adquisicion De Toners Para Impresoras Hp, Tinta Para Impresoras Epson Y Cartuchos De Tinta Para Impresora Epson Para El Concejo Municipal De Quillacollo",No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-3402-00-1508423-2-1,Gobierno Autonomo Indigena Originario Campesino De Salinas,Adquisicion De Herramienta Niveladora De Arrastre Con Sistema Hidraulico (Perfiladora) Para La U.T.D. Kulli Yaretani,Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1314-00-1511602-1-1,Gobierno Autonomo Municipal De Villa Tunari,Compra Trimestral De Insumos Frescos (Verduras Y Frutas ) Para El Servicio De Alimentacion Del Hospital San Francisco De Asis Gestion 2025.,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1516-00-1511639-1-1,Gobierno Autonomo Municipal De Toro Toro,"Adquisición De Geomembrana, Politubos, Flanges, Llave De Paso Y Unión Patente Para Mejoramiento De Huertos Familiares En Las Comunidades De Sucusuma Y Quehuayllani",Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1210-00-1511447-1-1,Gobierno Autonomo Municipal De Caranavi,Const. Polifuncional Unidad Educativa Quillaquillani - Canton Caranavi Rural (Adq. De Materiales De Construccion),Si,24/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1266-00-1485356-1-2,Gobierno Autonomo Municipal De Coripata,Adquisición De Materiales Para Const. Batería Sanitaria Unidad Educativa Santiago Siete Lomas,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1206-00-1511705-1-1,Gobierno Autonomo Municipal De Viacha,"Const. De Enlosetados Distritos 1,2,3,6 Y 7 Del Municipio De Viacha (Adquisición De Cemento Para Varias Zonas Del D-1, Z/Barrio Lindo, Z/Álamos, Z/Mejillones, Z/Los Ángeles Y C/La Paz Entre Av. Hernando Siles Y Av. Humachua)",No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1248-00-1511726-1-1,Gobierno Autonomo Municipal De Carabuco,Adquisicion De Medicamentos E Insumos Medicos Para Centro De Salud Aguas Calientes Del Municipio Carabuco,Si,23/12/2024,
24-1753-00-1511666-1-1,Gobierno Autonomo Municipal Fernandez Alonzo,"Adquisicion De Material Deportivo Para Los Juegos Deportivos D-1, D-2, D-3, D-4 Del Municipio De Fernandez Alonso, Gestion 2024",No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1248-00-1511714-1-1,Gobierno Autonomo Municipal De Carabuco,Adquisiscion De Medicamentos E Insumos Medicos Para Centro De Salud Huilacunca Del Municipio Puerto Mayor De Carabuco,Si,24/12/2024,
24-0904-00-1511709-1-1,Gobierno Autónomo Departamental De Oruro,Adquisición De Impresoras Multifuncional Para La Fuerza Especial De Lucha Contra El Crimen Con El Programa Trata Y Trafico De Personas,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1312-00-1511697-1-1,Gobierno Autonomo Municipal De Sacaba,Servicios De Salud Universal Y Gratuita - Sus (Adquisición De Víveres Secos Para Hospital Solomon Klein- Gestión 2025)-Ítems Desiertos),Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1305-00-1511677-1-1,Gobierno Autonomo Municipal De Vinto,“Adquisicion De Equipamiento Bth (Bachillerato Tecnico Humanistico) Para Las Unidades Educativas Del Municipio De Vinto” Ítems Declarados Desiertos,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1266-00-1511690-1-1,Gobierno Autonomo Municipal De Coripata,Adquisición De Repuestos Para Los Vehículos Volqueta Hino Y Faw Y Retroexcavadora Cat 416 Perteneciente Al G.A.M. Coripata,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1206-00-1511638-1-1,Gobierno Autonomo Municipal De Viacha,Mantenimiento De Maquinarias Y Movilidades D-6 (Adquisicion De Llantas Para Volqueta Nissan Ud),No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1210-00-1511548-1-1,Gobierno Autonomo Municipal De Caranavi,Mejoramiento De Camino Comunidad Colonia Agropecuaria La Esperanza - Canton Villa Elevacion (Adq. De Materiales),No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-0902-21-1511682-1-1,Hospital De Clinicas,Adquisición De Ropa De Trabajo Personal Manual,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-0901-02-1511651-1-1,Servicio Departamental De Salud Chuquisaca,"Adquisicion De Reactivos ""De Pruebas Rapidas Para Vih, Hepatitis B, Sifilis, Dengue, Troponina, Elisa Hepatitis A Y C, Y Pcr"" Para El Servicio De Laboratorio Del I.G.B.J.",No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado
Oferta del Proveedor Identificado
Declaración Jurada del Proveedor
Declaración Jurada del Proveedor
Declaración Jurada del Proveedor
Oferta del Proveedor Identificado
Oferta del Proveedor Identificado"
24-0016-10-1498640-1-1,Programa Nacional De Post Alfabetización - Pnp,Adquisición De Material De Escritorio Para El Programa Nacional De Post - Alfabeteización,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1312-00-1505804-2-1,Gobierno Autonomo Municipal De Sacaba,Servicios De Salud Universal Y Gratuita – Sus (Adquisición De Víveres Secos Para Hospital Solomon Klein- Gestión 2025),Si,24/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1710-00-1511678-1-1,Gobierno Autonomo Municipal De Buena Vista,Adquisicion De Cajas De Abejas Para La Preservacion Y Conservacion De Recursos Hidricos,No,24/12/2024,
24-1204-00-1511659-1-1,Gobierno Autónomo Municipal Ecológico Productivo De Achocalla,Const. Casa Artesanal Urb. Dorado Fatic Distrito No. 8 (Provision De Materiales),No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1204-00-1511649-1-1,Gobierno Autónomo Municipal Ecológico Productivo De Achocalla,Const. Muro Perimetral Centro Cultural Urb. Los Andes Ii Y Anexo D-8 (Adquisicion De Materiales),No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1705-00-1511668-1-1,Gobierno Autonomo Municipal De El Torno,Adquisición De Soluciones Básicas Y Ácidas Para La Unidad De Hemodialisis Del Hospital Municipal De El Torno,Si,23/12/2024,
24-0903-19-1511640-1-1,Hospital Clinico Viedma,Adquisicion De Reactivos Para El Area De Histocompatibilidad Ii Para El Servicio De Laboratorio Del Hospital Clinico Viedma”,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1705-00-1511660-1-1,Gobierno Autonomo Municipal De El Torno,Adquisición De Medicamentos (Inyectables) Para Centros De Salud Del Municipio De El Torno (Sus),Si,23/12/2024,
24-3501-00-1511384-1-1,Gobierno Autónomo Indígena Originario Campesino De La Autonomía Originaria Del Jatún Ayllu Yura,Adquisicion De Materiales De Construccion En Apoyo Al Mantenimiento De Unidades Educativas Del Gaioc-Aojay,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1723-00-1511554-1-1,Gobierno Autonomo Municipal De Camiri,Cuarta Compra Trimestral De Material De Imprenta Para Los Establecimientos De Salud Del 1° Nivel De Atención - Camiri,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1204-00-1511646-1-1,Gobierno Autónomo Municipal Ecológico Productivo De Achocalla,"Mejoramiento Red De Sistema De Agua Potable Mosokollo A Zonas Laramani, Willcacota Y Jayajawira (Adq. De Materiales)",No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1312-00-1511398-1-1,Gobierno Autonomo Municipal De Sacaba,Servicios De Salud Universal Y Gratuita - Sus (Adquisición De Víveres Secos Para El Hospital México – Gestion 2025),Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1723-00-1511605-1-1,Gobierno Autonomo Municipal De Camiri,"Adquisición Herramientas Menores Para El Modulo Tecnológico Bth ""Sararenda""",No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1705-00-1511641-1-1,Gobierno Autonomo Municipal De El Torno,Adquisición De Medicamentos (Comprimidos Y Capsulas) Para Centros De Salud De El Municipio De El Torno (Sus),Si,23/12/2024,
24-1331-00-1511619-1-1,Gobierno Autonomo Municipal De Totora,Compra De Cemento,No,23/12/2024,
24-1723-00-1511575-1-1,Gobierno Autonomo Municipal De Camiri,Adquisición Equipos Educacional Para El Modulo Tecnológico Bth Sararenda,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-0902-21-1511620-1-1,Hospital De Clinicas,Adquisición De Ropa Personal De Enfermería,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1260-00-1511457-1-1,Gobierno Autonomo Municipal De La Asunta,Apoyo A La Produccion Agropecuaria - Adquisicion De Plantines De Palta Para La Implementacion En La Comunidad De Villa Nueva Potosi,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-0903-19-1511586-1-1,Hospital Clinico Viedma,Adquisicion De Reactivos Para El Area De Histocompatibilidad I Para El Servicio De Laboratorio Del Hospital Clinico Viedma,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1266-00-1510992-1-1,Gobierno Autonomo Municipal De Coripata,Adquisición De Complemento Nutricional ´Nutribebe´ Para Los Centros De Salud Del Municipio De Coripata,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1705-00-1511634-1-1,Gobierno Autonomo Municipal De El Torno,"Adquisición De Medicamentos (Crema, Pomada, Óvulos, Solución Oftálmica, Solución Parenteral Y Sales De Rehidratación Oral) Para Centros De Salud Y El Hospital Municipal De El Torno (Sus)",Si,23/12/2024,
24-1810-00-1511379-1-1,Gobierno Autonomo Municipal De Santa Ana,Adquisicion De Medicamentos Con Recursos Economicos Del Remanente Del Sus Para El Centro De Salud 18 De Noviembre Correspondiente A La Gestion 2024,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1204-00-1511587-1-1,Gobierno Autónomo Municipal Ecológico Productivo De Achocalla,Const. Embovedado Rio Lado Puente Chacapata Zona Chacapata (Adquisicion De Materiales - Complementacion),No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1705-00-1511494-1-1,Gobierno Autonomo Municipal De El Torno,"Adquisición De Medicamentos En (Jarabe, Suspensión Y Gotas) Para Centros De Salud Y El Hospital Municipal De El Torno (Sus)",Si,23/12/2024,
24-0424-08-1508257-1-1,Caja De Salud Cordes Regional Cochabamba,Adquisición De Gases Medicinales Para Los Diferentes Inmuebles Gestión 2025,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1263-00-1511599-1-1,Gobierno Autonomo Municipal De Batallas,Const. Casa Cultural Challapata (Muro Perimetral),No,23/12/2024,
24-1312-00-1511603-1-1,Gobierno Autonomo Municipal De Sacaba,“Servicios De Salud Universal Y Gratuita - Sus (Adquisición De Viveres Frescos Para Pacientes Del Hospital México - Gestión 2025)”,Si,23/12/2024,
24-1312-00-1511592-1-1,Gobierno Autonomo Municipal De Sacaba,“Servicios De Salud Universal Y Gratuita - Sus (Adquisición De Víveres Secos Para El Hospital México – Gestion 2025)”.,Si,23/12/2024,
24-1263-00-1511578-1-1,Gobierno Autonomo Municipal De Batallas,Construcción De Baños Sanitarios Y Duchas Comunidad Sorapujro (Adquisición De Materiales),No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-0902-21-1511576-1-1,Hospital De Clinicas,Adquisicion De Uniforme Chaqueta Y Pantalon Para Dama(Enfermeria),No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1431-00-1511582-1-1,Gobierno Autonomo Municipal De Sabaya,Adquisicion De Equipamiento Para La Unidad Educativa Jose Maria Eguez Cuellar,No,23/12/2024,
24-1261-00-1509534-1-1,Gobierno Autonomo Municipal De Pucarani,Adquisición De Computadoras Impresoras Para Las Unidades Educativas Del Municipio De Pucarani,No,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1404-00-1511545-1-1,Gobierno Autonomo Municipal De Challapata,Seguridad Ciudadana Municipio De Challapata Ley Nº 264 5% Idh - Adquisicion De Equipo De Oficina Y Mobiliario Para La Jefatura Provincial De Challapata,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1749-00-1511550-1-1,Gobierno Autonomo Municipal De San Antonio De Lomerio,"Compra De Productos Para La Alimentación Escolar Gestión 2024, Para El Nivel Inicial Y Primario De Las Unidades Educativas Del Municipio De San Antonio De Lomerio",No,23/12/2024,
24-1201-00-1511547-1-1,Gobierno Autonomo Municipal De La Paz,Adquisicion De Oxigeno Medicinal Para El Hospital Municipal Los Pinos Gestion 2025,Si,24/12/2024,
24-1404-00-1511534-1-1,Gobierno Autonomo Municipal De Challapata,Apoyo A La Produccion Comunidad Humamarca Challapata (Adquisicion De Tanques De Agua),No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1261-00-1511474-1-1,Gobierno Autonomo Municipal De Pucarani,Adquisición De Mobiliarios Para La Unidad Educativa República Bolivariana De Venezuela,No,23/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1702-00-1511508-1-1,Gobierno Autonomo Municipal De Cotoca,Compra De Hoja Papel Bond Para El H.M.V.C.,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-0902-43-1511407-1-1,Hospital Del Norte,Compra De Insumos Diciembre Para El Hdn,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1322-00-1511525-1-1,Gobierno Autonomo Municipal De Arbieto,Adquisiscion De Mobiliario Para U.E. Litoral Y U.E. Marcelo Quiroga Santa Cruz,Si,24/12/2024,
24-0902-43-1511502-1-1,Hospital Del Norte,Paquete Cirugia Menor,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1513-00-1511496-1-1,Gobierno Autonomo Municipal De Pocoata,Adquisicion De Alimentos Secos Para Internados Municipio Pocoata Gestion 2025,Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0015-01-1511504-1-1,Policia Boliviana,"Adquisición De Arroz Y Azucar Para La Cocina De La Epi Senac - Cmdo. Dptal. De Policia Tarija, Correspondiente Al Primer Bimestre 2025.",No,23/12/2024,
24-0015-01-1511498-1-1,Policia Boliviana,"Adquisicion De Arroz Y Azucar Para El Comando De Frontera Policial De Yacuiba, Correspondiente Al Primer Trimestre - 2025.",No,23/12/2024,
24-1702-00-1511493-1-1,Gobierno Autonomo Municipal De Cotoca,Compra Hipoclorito De Sodio (Lavandina) Para El Area De Lavanderia Del Hmvc.,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1209-00-1511294-1-1,Gobierno Autonomo Municipal De Desaguadero,Adquisicion De Instrumental Odontológico Para El Puesto De Salud Kealluma,No,24/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1705-00-1511318-1-1,Gobierno Autonomo Municipal De El Torno,Adquisicion De Malla Electrosoldada Y Manta Geotextil Para Defensivos Puente Las Maras,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1248-00-1511485-1-1,Gobierno Autonomo Municipal De Carabuco,Casa Comunitaria De Promocion Y Prevencion A La Familia Karcapunco,No,23/12/2024,
24-0902-43-1510622-1-1,Hospital Del Norte,Compra De Medicamentos De Emergencia,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-0423-00-1511336-1-1,Caja De Salud De Caminos Y Ramas Anexas,Adquisición De Reactivos E Insumos Para El Área De Laboratorio Clínico Etapa Xi - Regional Santa Cruz,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-3402-00-1511461-1-1,Gobierno Autonomo Indigena Originario Campesino De Salinas,"“Adquisición De Alimento Complementario Nutri Mama Con Cañahua, Probiotico Y Omega 3 Para El Tercer Trimestre Gestion 2024 Para Los 8 Establecimientos De Salud Del Gaioc Salinas”",Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-0902-21-1511466-1-1,Hospital De Clinicas,.,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-0904-00-1511020-1-1,Gobierno Autónomo Departamental De Oruro,"Adquisicion De Envases Plasticos Para El Envasado De Biol (Biofertilizante Foliar) Producto Del Proyecto: ""Mejoramiento De La Produccion De Quinua Mediante Bioinsumos En 14 Municipios Del Departamento De Oruro - Sedag""",No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1261-00-1510567-1-1,Gobierno Autonomo Municipal De Pucarani,Adquisición De Rayos X Portatil (Digital) Para Hospital Municipal Pucarani – Segundo Nivel,No,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1539-00-1509405-1-1,Gobierno Autonomo Municipal De Ckochas,Adquisición De Material De Limpieza E Higiene Para Red De Salud Safci Ckochas,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1539-00-1509500-1-1,Gobierno Autonomo Municipal De Ckochas,Adquisición De Útiles De Escritorio Y Oficina Para La Red De Salud Safci Ckochas,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1539-00-1510880-1-1,Gobierno Autonomo Municipal De Ckochas,Adquisición De Repuestos Del Sistema De Freno De La Pala Cargadora New Holland,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-1402-00-1511448-1-1,Gobierno Autonomo Municipal De Caracollo,Mant. Infraestructura Y Plazas Distrito Ii – Adquisición De Materiales De Construcción Para El Mejoramiento Sistema De Agua Potable Marka San Antonio De Angulo Distrito Ii - Caracollo,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-0904-00-1511011-1-1,Gobierno Autónomo Departamental De Oruro,"Adquisicion De Lombrices, Suero De Leche Y Melaza Para La Elaboracion De Bioinsumos Y Humus De Lombriz, Para El Proyecto: ""Mej. De La Produccion De Quinua Mediante Bioinsumos En 14 Municipios Del Departamento De Oruro"" - Sedag.",No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-0902-21-1511425-1-1,Hospital De Clinicas,Adquisición Ropa De Trabajo Personal Técnico 2,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor
Informacion Aclaratoria"
24-1705-00-1511426-1-1,Gobierno Autonomo Municipal De El Torno,Adquisicion De Accesorio Y Bomba Sumergible Para El Mant. Sistema De Agua Potable Distrito 2,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1260-00-1510164-1-2,Gobierno Autonomo Municipal De La Asunta,Const. Enlosetado De Calles Zona 4 - Nueva Esperanza (Adquisicion De Materiales),No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1312-00-1503240-1-2,Gobierno Autonomo Municipal De Sacaba,Direccion De Planificacion Territorial Y Desarrollo Integral (Adq. Impresora De Alto Trafico Y Articulos De Computacion),No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-0902-21-1511412-1-1,Hospital De Clinicas,.Adquisicion De Ropa De Trabajo Personal Manual 1,No,23/12/2024,"Declaración Jurada del Proveedor
Oferta del Proveedor Identificado"
24-0907-00-1511267-1-1,Gobierno Autónomo Departamental De Santa Cruz,1era. Adquisicion De Toner Alternativos Para Las Diferentes Unidades Dependientes Del Gobierno Autonomo Departamental De Santa Cruz Gestion 2024 - Sh Da,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1705-00-1511381-1-1,Gobierno Autonomo Municipal De El Torno,Adquisicion De Medicamentos (Inyectables) Para El Hospital Municipal De El Torno (Sus),No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-3402-00-1511186-1-1,Gobierno Autonomo Indigena Originario Campesino De Salinas,"“Implementacion De Estanque Para Mejoramiento De Sistema De Agua Potable Comunidad De Tambillo (Adq. Materiales)”,",No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-4601-02-1500144-1-2,Gobierno Autonomo Regional Del Gran Chaco - Carapari,Adquisicion De Productos Pecuarios Fase Ii – Lote 1 Para El Prog. Desarrollo Agropecuario Del Pueblo Guarani De Carapari,Si,24/12/2024,"Documento Base de Contratacion
Convocatoria"
24-1102-00-1508328-2-1,Gobierno Autonomo Municipal De Yotala,"Adquisición De Productos Agricolas, Pecuarios Y Forestales (Postes De Madera) Para El Cerco Perimetral En 19 Comunidades Para La Campaña De Forestación Del Proyecto Ampliacion Y Mejoramiento Del Vivero Municipal Y Forestación En La Microcuenca Pitantorilla Y Comunidades Del Municipio De Yotala, Chuquisaca",No,23/12/2024,"Convocatoria
Especificaciones Tecnicas
Documento Base de Contratacion"
24-1206-00-1511354-1-1,Gobierno Autonomo Municipal De Viacha,Const. Sistema De Alcantarillado Pluvial C/ Lagunillas Entre C/ Murillo Y Av. Perimetral Z/ Bella Vista D-2 (Adquisición De Cemento),No,23/12/2024,
24-3402-00-1511222-1-1,Gobierno Autonomo Indigena Originario Campesino De Salinas,“Adquisicion De Materiales De Const. Para Comedor U.E. Challuma),No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1806-00-1511314-1-1,Gobierno Autonomo Municipal De Reyes,Planta De Iluminacion Solar Con Inversor De Alta Potencia - Com. Nuevo Reyes,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1209-00-1511279-1-1,Gobierno Autonomo Municipal De Desaguadero,Adquisicion De Mesas Y Sillas De Estudio Para El Centro De Educación Especial Desaguadero,No,23/12/2024,
24-1806-00-1510994-1-1,Gobierno Autonomo Municipal De Reyes,Adquisicion De Equipo De Impresoras Para Las Ue Del Area Urbana Del Municipio De Reyes,No,23/12/2024,"Oferta del Proveedor Identificado
Declaración Jurada del Proveedor"
24-1342-00-1511237-1-1,Gobierno Autonomo Municipal De Mizque,“Adquisicion De Tanques Para Cosecha De Agua Calera Grande”,Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1720-00-1511204-1-1,Gobierno Autonomo Municipal De Cabezas,"Adquisición De Cepo Movil Para Beneficiarios Del Proyecto ""Mejoramiento De La Produccion De Ganado Bovino En El Municipio Cabezas"" Financiado Por El Fondo De Desarrollo Indígena Fdi.",Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1530-00-1511254-1-1,Gobierno Autonomo Municipal De Uyuni,Adquisición De Instrumental Para Cirugias Menores E Instrumental Para Cirugias Mayores Para El Servicio De Traumatologia Del Hospital José Eduardo Pérez Del Municipio De Uyuni,Si,24/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1521-00-1508925-2-1,"Gobierno Autonomo Municipal De Colcha""K"" (Villa Martin)","Adquisicion De Losetas Dobles S Para Mejoramiento De Las Calles 1,2,3 De La Comunidad De Atulcha",Si,23/12/2024,"Convocatoria
Documento Base de Contratacion"
24-1201-00-1511234-1-1,Gobierno Autonomo Municipal De La Paz,Adquisicion De Oxigeno Medicinal Para El Hospital Municipal La Portada Gestion 2025,Si,23/12/2024,
24-1519-00-1511216-1-1,Gobierno Autonomo Municipal De Tupiza,"Funcionamiento, Equip. Y Mant. Planta Municipal De Premoldeados - Planta De Hormigon (Adquisicion De Materiales De Construccion Para Vaciado De Patio U. E. Enrique Baldivieso)",Si,23/12/2024,
